"region","category","sub_category","segment","sales","profit","quantity","discount"
"Central","Technology","Phones","Corporate","122.92","46.095",7,"0.2"
"Central","Furniture","Furnishings","Corporate","7.068","-2.8272",3,"0.6"
"South","Office Supplies","Storage","Corporate","56.45","14.677",5,"0.0"
"Central","Office Supplies","Binders","Consumer","13.468","-22.8956",13,"0.8"
"Central","Technology","Phones","Consumer","219.8","24.7275",5,"0.2"
"Central","Furniture","Chairs","Consumer","317.058","-18.1176",3,"0.3"
"West","Technology","Accessories","Corporate","49.08","4.908",3,"0.0"
"West","Office Supplies","Storage","Corporate","324.9","38.988",5,"0.0"
"West","Office Supplies","Art","Corporate","18.24","5.2896",3,"0.0"
"West","Furniture","Chairs","Home Office","113.888","9.9652",2,"0.2"
"West","Technology","Phones","Home Office","105.584","7.9188",2,"0.2"
"Central","Office Supplies","Fasteners","Corporate","24.85","11.6795",7,"0.0"
"East","Furniture","Furnishings","Consumer","60.312","5.2773",3,"0.2"
"Central","Office Supplies","Art","Home Office","7.056","2.205",3,"0.2"
"Central","Technology","Phones","Home Office","27.184","2.0388",2,"0.2"
"West","Technology","Phones","Consumer","107.984","9.4486",1,"0.2"
"West","Office Supplies","Binders","Consumer","19.296","6.03",3,"0.2"
"South","Office Supplies","Labels","Corporate","4.608","1.6704",2,"0.2"
"South","Furniture","Tables","Corporate","79.974","-29.3238",3,"0.4"
"South","Office Supplies","Binders","Corporate","2.946","-2.0622",2,"0.7"
"Central","Office Supplies","Binders","Home Office","3.136","-4.704",2,"0.8"
"Central","Office Supplies","Paper","Corporate","20.736","7.2576",4,"0.2"
"West","Technology","Accessories","Corporate","99.98","7.9984",2,"0.0"
"West","Office Supplies","Paper","Corporate","733.95","352.296",7,"0.0"
"West","Office Supplies","Appliances","Corporate","241.44","72.432",3,"0.0"
"South","Office Supplies","Labels","Corporate","10.08","3.528",4,"0.2"
"East","Office Supplies","Storage","Consumer","281.904","10.5714",2,"0.2"
"East","Office Supplies","Envelopes","Consumer","201.432","67.9833",3,"0.2"
"South","Technology","Phones","Consumer","135.98","33.995",2,"0.0"
"South","Technology","Phones","Consumer","44.95","12.586",1,"0.0"
"Central","Technology","Accessories","Corporate","2.97","1.3068",3,"0.0"
"Central","Office Supplies","Fasteners","Corporate","6.54","2.6814",3,"0.0"
"West","Technology","Accessories","Corporate","7.92","3.4848",8,"0.0"
"West","Furniture","Chairs","Consumer","203.92","22.941",5,"0.2"
"West","Technology","Copiers","Home Office","3359.952","1049.985",6,"0.2"
"Central","Office Supplies","Fasteners","Corporate","18.24","9.12",3,"0.0"
"Central","Office Supplies","Art","Corporate","27.78","9.1674",6,"0.0"
"South","Office Supplies","Art","Corporate","22.96","7.5768",7,"0.0"
"South","Technology","Phones","Corporate","28.99","8.4071",1,"0.0"
"South","Office Supplies","Paper","Corporate","12.96","6.3504",2,"0.0"
"South","Office Supplies","Art","Corporate","22.96","6.6584",7,"0.0"
"South","Office Supplies","Supplies","Corporate","4164.05","83.281",5,"0.0"
"South","Technology","Accessories","Consumer","47.984","13.1956",2,"0.2"
"South","Office Supplies","Paper","Consumer","4.624","1.6762",1,"0.2"
"East","Furniture","Furnishings","Corporate","15.24","5.1816",3,"0.0"
"East","Office Supplies","Binders","Consumer","63.924","-46.8776",7,"0.7"
"Central","Office Supplies","Art","Home Office","6.56","1.9024",2,"0.0"
"Central","Office Supplies","Appliances","Home Office","13.11","3.4086",3,"0.0"
"West","Technology","Phones","Consumer","494.376","49.4376",3,"0.2"
"West","Office Supplies","Binders","Consumer","29.2","9.855",5,"0.2"
"West","Technology","Accessories","Consumer","248.85","27.3735",5,"0.0"
"West","Technology","Accessories","Consumer","36.24","15.2208",1,"0.0"
"Central","Office Supplies","Art","Consumer","11.68","3.504",2,"0.0"
"West","Office Supplies","Supplies","Consumer","11.91","0.1191",3,"0.0"
"West","Furniture","Furnishings","Consumer","3.48","1.1136",2,"0.0"
"Central","Office Supplies","Binders","Consumer","30.96","-52.632",8,"0.8"
"East","Technology","Machines","Home Office","1704.89","767.2005",11,"0.0"
"West","Office Supplies","Binders","Consumer","19.194","-12.796",7,"0.7"
"West","Office Supplies","Appliances","Consumer","121.792","13.7016",4,"0.2"
"West","Technology","Machines","Corporate","1919.976","215.9973",3,"0.2"
"East","Office Supplies","Binders","Consumer","50.997","-40.7976",1,"0.7"
"East","Office Supplies","Storage","Consumer","76.792","-16.3183",1,"0.2"
"East","Technology","Phones","Consumer","539.964","-107.9928",6,"0.4"
"East","Furniture","Furnishings","Consumer","60.312","5.2773",3,"0.2"
"East","Office Supplies","Binders","Consumer","1.944","-1.4256",3,"0.7"
"Central","Office Supplies","Envelopes","Corporate","12.984","4.7067",3,"0.2"
"Central","Technology","Phones","Corporate","217.584","19.0386",2,"0.2"
"Central","Technology","Phones","Corporate","328.776","28.7679",3,"0.2"
"Central","Office Supplies","Binders","Corporate","2.286","-3.6576",3,"0.8"
"Central","Technology","Accessories","Corporate","47.984","14.3952",2,"0.2"
"East","Office Supplies","Binders","Corporate","25.344","8.8704",6,"0.2"
"East","Office Supplies","Binders","Consumer","232.4","78.435",5,"0.2"
"South","Furniture","Furnishings","Corporate","86.45","38.038",7,"0.0"
"West","Furniture","Chairs","Consumer","603.92","45.294",5,"0.2"
"West","Office Supplies","Paper","Consumer","81.98","40.1702",2,"0.0"
"East","Furniture","Chairs","Consumer","271.764","48.3136",2,"0.1"
"East","Office Supplies","Binders","Consumer","14.376","4.8519",3,"0.2"
"Central","Furniture","Furnishings","Corporate","341.96","-427.45",5,"0.6"
"West","Office Supplies","Art","Consumer","181.35","48.9645",9,"0.0"
"West","Office Supplies","Labels","Consumer","8.64","4.2336",3,"0.0"
"South","Office Supplies","Appliances","Consumer","43.512","3.8073",7,"0.2"
"South","Furniture","Chairs","Consumer","662.88","74.574",3,"0.2"
"South","Office Supplies","Paper","Consumer","25.92","9.072",5,"0.2"
"East","Office Supplies","Appliances","Home Office","68.94","20.682",3,"0.0"
"East","Furniture","Furnishings","Home Office","128.82","50.2398",3,"0.0"
"Central","Office Supplies","Binders","Consumer","896.99","-1480.0335",5,"0.8"
"Central","Office Supplies","Binders","Consumer","1.234","-1.9744",1,"0.8"
"Central","Office Supplies","Art","Consumer","67.56","6.756",3,"0.2"
"Central","Office Supplies","Paper","Consumer","21.72","7.8735",5,"0.2"
"Central","Office Supplies","Paper","Consumer","262.336","95.0968",8,"0.2"
"Central","Technology","Phones","Consumer","148.48","16.704",2,"0.2"
"Central","Technology","Phones","Consumer","241.176","15.0735",3,"0.2"
"Central","Technology","Accessories","Home Office","227.976","28.497",3,"0.2"
"Central","Technology","Phones","Home Office","52.68","19.755",3,"0.2"
"Central","Furniture","Furnishings","Home Office","2.032","-1.3208",1,"0.6"
"West","Office Supplies","Art","Consumer","17.12","4.9648",4,"0.0"
"West","Technology","Phones","Consumer","431.968","37.7972",4,"0.2"
"West","Furniture","Furnishings","Consumer","129.92","10.3936",4,"0.0"
"West","Furniture","Tables","Consumer","568.728","28.4364",3,"0.2"
"West","Office Supplies","Binders","Consumer","117.144","42.4647",9,"0.2"
"West","Office Supplies","Appliances","Consumer","203.52","54.9504",3,"0.0"
"West","Office Supplies","Labels","Consumer","51.75","24.84",5,"0.0"
"East","Office Supplies","Paper","Consumer","122.97","60.2553",3,"0.0"
"East","Furniture","Tables","Consumer","244.615","20.967",1,"0.3"
"East","Technology","Phones","Consumer","59.97","28.7856",3,"0.0"
"East","Office Supplies","Paper","Consumer","81.54","36.693",9,"0.0"
"East","Office Supplies","Fasteners","Consumer","11.68","5.256",4,"0.0"
"East","Office Supplies","Binders","Consumer","29.0","13.92",5,"0.0"
"West","Office Supplies","Art","Corporate","50.8","13.208",5,"0.0"
"Central","Office Supplies","Binders","Corporate","16.03","-25.648",5,"0.8"
"West","Office Supplies","Binders","Consumer","15.712","5.6956",4,"0.2"
"East","Technology","Accessories","Consumer","89.97","18.8937",3,"0.0"
"West","Furniture","Bookcases","Corporate","435.999","20.5176",3,"0.15"
"West","Technology","Phones","Corporate","83.984","31.494",2,"0.2"
"East","Technology","Phones","Corporate","359.98","93.5948",2,"0.0"
"East","Furniture","Tables","Corporate","70.56","-4.032",1,"0.3"
"East","Office Supplies","Binders","Corporate","20.88","9.6048",2,"0.0"
"East","Office Supplies","Binders","Corporate","3.81","1.8288",1,"0.0"
"Central","Office Supplies","Paper","Home Office","73.008","26.4654",9,"0.2"
"Central","Office Supplies","Binders","Consumer","3.208","-5.2932",2,"0.8"
"Central","Technology","Accessories","Consumer","26.176","-3.272",2,"0.2"
"East","Office Supplies","Paper","Home Office","30.44","14.3068",4,"0.0"
"East","Furniture","Furnishings","Home Office","35.28","11.9952",3,"0.0"
"East","Office Supplies","Paper","Home Office","19.44","9.3312",3,"0.0"
"East","Office Supplies","Binders","Home Office","37.88","18.94",2,"0.0"
"Central","Furniture","Furnishings","Corporate","9.552","-3.8208",3,"0.6"
"West","Furniture","Bookcases","Consumer","290.666","3.4196",2,"0.15"
"Central","Office Supplies","Paper","Corporate","10.368","3.6288",2,"0.2"
"Central","Office Supplies","Paper","Corporate","14.352","4.485",3,"0.2"
"West","Furniture","Bookcases","Consumer","141.96","41.1684",2,"0.0"
"West","Office Supplies","Binders","Consumer","66.048","23.1168",4,"0.2"
"Central","Technology","Accessories","Consumer","1287.45","244.6155",5,"0.0"
"West","Office Supplies","Binders","Consumer","25.824","9.0384",6,"0.2"
"West","Office Supplies","Appliances","Consumer","160.96","48.288",2,"0.0"
"East","Furniture","Furnishings","Consumer","28.44","11.376",3,"0.0"
"East","Furniture","Chairs","Consumer","364.41","8.098",5,"0.1"
"East","Technology","Phones","Consumer","39.96","10.3896",4,"0.0"
"East","Furniture","Chairs","Consumer","361.764","68.3332",2,"0.1"
"Central","Office Supplies","Storage","Corporate","111.672","6.9795",9,"0.2"
"Central","Office Supplies","Binders","Home Office","13.776","-22.0416",6,"0.8"
"Central","Office Supplies","Paper","Home Office","10.272","3.21",3,"0.2"
"East","Furniture","Furnishings","Consumer","24.048","7.2144",9,"0.2"
"South","Office Supplies","Envelopes","Corporate","2.896","0.9774",1,"0.2"
"East","Office Supplies","Envelopes","Consumer","17.94","8.7906",3,"0.0"
"East","Furniture","Chairs","Consumer","384.174","29.8802",7,"0.1"
"East","Technology","Phones","Consumer","1799.75","539.925",5,"0.0"
"South","Office Supplies","Storage","Home Office","580.672","65.3256",4,"0.2"
"South","Office Supplies","Fasteners","Home Office","18.936","5.9175",3,"0.2"
"South","Technology","Phones","Home Office","222.384","16.6788",2,"0.2"
"South","Office Supplies","Binders","Home Office","50.454","-33.636",6,"0.7"
"South","Furniture","Tables","Home Office","154.764","-36.1116",3,"0.4"
"Central","Office Supplies","Paper","Consumer","6.848","2.14",2,"0.2"
"West","Technology","Phones","Home Office","1091.168","68.198",4,"0.2"
"West","Technology","Phones","Home Office","219.168","-43.8336",2,"0.2"
"Central","Office Supplies","Binders","Consumer","6.928","-11.0848",1,"0.8"
"East","Office Supplies","Paper","Consumer","40.032","15.012",6,"0.2"
"Central","Office Supplies","Storage","Home Office","443.92","13.3176",4,"0.0"
"Central","Office Supplies","Binders","Home Office","169.99","78.1954",1,"0.0"
"Central","Office Supplies","Paper","Home Office","25.92","12.4416",4,"0.0"
"South","Technology","Phones","Corporate","36.99","9.9873",1,"0.0"
"South","Office Supplies","Paper","Corporate","629.1","301.968",6,"0.0"
"South","Office Supplies","Storage","Corporate","193.95","9.6975",3,"0.0"
"South","Office Supplies","Art","Corporate","5.46","1.4742",3,"0.0"
"Central","Furniture","Furnishings","Corporate","22.288","-8.9152",7,"0.6"
"Central","Furniture","Furnishings","Consumer","65.424","-52.3392",4,"0.6"
"West","Office Supplies","Storage","Consumer","77.88","3.894",2,"0.0"
"East","Furniture","Chairs","Home Office","281.372","-12.0588",2,"0.3"
"East","Furniture","Chairs","Home Office","281.372","-12.0588",2,"0.3"
"East","Office Supplies","Binders","Home Office","7.488","-5.2416",8,"0.7"
"East","Furniture","Furnishings","Home Office","22.336","7.8176",4,"0.2"
"East","Office Supplies","Paper","Consumer","10.368","3.6288",2,"0.2"
"West","Office Supplies","Paper","Corporate","65.79","30.2634",9,"0.0"
"West","Office Supplies","Binders","Corporate","271.984","88.3948",2,"0.2"
"West","Office Supplies","Art","Corporate","11.76","3.1752",4,"0.0"
"West","Office Supplies","Paper","Corporate","77.52","37.9848",2,"0.0"
"West","Office Supplies","Binders","Corporate","48.64","15.808",2,"0.2"
"Central","Office Supplies","Fasteners","Consumer","1.81","0.6516",1,"0.0"
"Central","Office Supplies","Binders","Consumer","8.26","3.8822",2,"0.0"
"West","Office Supplies","Appliances","Home Office","43.56","3.267",5,"0.2"
"West","Office Supplies","Supplies","Home Office","5.84","0.73",2,"0.2"
"East","Furniture","Chairs","Home Office","271.764","60.392",2,"0.1"
"West","Office Supplies","Appliances","Consumer","262.24","78.672",2,"0.0"
"West","Office Supplies","Paper","Consumer","182.72","84.0512",8,"0.0"
"West","Technology","Accessories","Consumer","131.6","7.896",7,"0.0"
"West","Office Supplies","Binders","Consumer","22.72","7.384",4,"0.2"
"West","Technology","Machines","Consumer","558.4","41.88",2,"0.2"
"Central","Office Supplies","Binders","Home Office","15.24","6.858",4,"0.0"
"Central","Furniture","Chairs","Home Office","1408.1","394.268",10,"0.0"
"East","Office Supplies","Paper","Home Office","32.896","11.1024",4,"0.2"
"East","Furniture","Tables","Home Office","215.148","-103.9882",2,"0.4"
"East","Office Supplies","Paper","Home Office","30.96","11.223",6,"0.2"
"West","Office Supplies","Storage","Consumer","29.79","8.6391",3,"0.0"
"West","Furniture","Furnishings","Consumer","128.9","15.468",2,"0.0"
"West","Office Supplies","Paper","Consumer","60.12","28.8576",9,"0.0"
"West","Office Supplies","Binders","Consumer","24.816","8.3754",3,"0.2"
"West","Office Supplies","Binders","Consumer","14.976","5.4288",6,"0.2"
"Central","Office Supplies","Binders","Consumer","15.08","-22.62",2,"0.8"
"Central","Furniture","Furnishings","Consumer","24.288","-12.7512",3,"0.6"
"Central","Furniture","Furnishings","Consumer","16.192","-8.5008",2,"0.6"
"Central","Furniture","Tables","Consumer","251.006","-68.1302",2,"0.3"
"Central","Office Supplies","Storage","Consumer","54.192","4.0644",6,"0.2"
"West","Office Supplies","Binders","Home Office","4.304","1.5602",1,"0.2"
"East","Office Supplies","Paper","Consumer","108.92","49.014",14,"0.0"
"East","Office Supplies","Envelopes","Corporate","16.74","8.37",3,"0.0"
"East","Office Supplies","Appliances","Corporate","2504.74","626.185",7,"0.0"
"East","Office Supplies","Storage","Corporate","84.784","-16.9568",2,"0.2"
"East","Office Supplies","Storage","Consumer","29.9","5.083",5,"0.0"
"East","Office Supplies","Paper","Corporate","70.88","33.3136",2,"0.0"
"South","Office Supplies","Art","Home Office","3.76","1.0904",2,"0.0"
"West","Office Supplies","Binders","Consumer","27.264","8.8608",2,"0.2"
"West","Office Supplies","Appliances","Home Office","56.65","24.3595",5,"0.0"
"West","Office Supplies","Storage","Home Office","14.97","4.1916",1,"0.0"
"West","Office Supplies","Fasteners","Home Office","4.02","1.9698",2,"0.0"
"South","Technology","Phones","Home Office","471.92","29.495",2,"0.2"
"South","Office Supplies","Binders","Consumer","58.72","27.0112",4,"0.0"
"South","Office Supplies","Art","Consumer","5.16","0.8385",3,"0.2"
"South","Office Supplies","Paper","Consumer","16.496","5.5674",2,"0.2"
"East","Technology","Accessories","Consumer","71.976","19.7934",3,"0.2"
"East","Furniture","Furnishings","Consumer","22.512","2.2512",3,"0.2"
"East","Office Supplies","Binders","Consumer","3.444","-2.7552",2,"0.7"
"East","Office Supplies","Binders","Consumer","538.194","-412.6154",2,"0.7"
"East","Technology","Accessories","Consumer","47.984","14.3952",2,"0.2"
"Central","Technology","Phones","Corporate","492.768","55.4364",4,"0.2"
"East","Office Supplies","Art","Consumer","286.79","74.5654",7,"0.0"
"South","Office Supplies","Paper","Home Office","5.08","1.651",1,"0.2"
"South","Technology","Accessories","Consumer","47.992","7.1988",1,"0.2"
"East","Office Supplies","Appliances","Corporate","61.96","16.1096",2,"0.0"
"East","Furniture","Bookcases","Corporate","361.96","83.2508",2,"0.0"
"East","Office Supplies","Paper","Corporate","278.82","125.469",9,"0.0"
"South","Furniture","Furnishings","Consumer","133.38","58.6872",6,"0.0"
"South","Office Supplies","Paper","Consumer","47.952","16.1838",3,"0.2"
"West","Furniture","Furnishings","Consumer","16.74","4.3524",2,"0.0"
"East","Office Supplies","Paper","Corporate","10.848","3.5256",2,"0.2"
"East","Technology","Accessories","Corporate","18.544","3.0134",2,"0.2"
"Central","Furniture","Chairs","Consumer","180.98","47.0548",1,"0.0"
